date,pnl,position
1990/01/03,0.000000,0.000000
1990/01/04,0.000000,0.000000
1990/01/05,0.000000,0.000000
1990/01/08,0.000000,0.000000
1990/01/09,0.000000,0.000000
1990/01/10,0.000000,0.000000
1990/01/11,0.000000,0.000000
1990/01/12,0.000000,0.000000
1990/01/15,0.000000,0.000000
1990/01/16,0.000000,0.000000
1990/01/17,0.000000,0.000000
1990/01/18,0.000000,0.000000
1990/01/19,0.000000,0.000000
1990/01/22,0.000000,0.000000
1990/01/23,0.000000,0.000000
1990/01/24,0.000000,0.000000
1990/01/25,0.000000,0.000000
1990/01/26,0.000000,0.000000
1990/01/29,0.000000,0.000000
1990/01/30,0.000000,0.000000
1990/01/31,0.000000,0.000000
1990/02/01,0.000000,0.000000
1990/02/02,0.000000,0.000000
1990/02/05,0.000000,0.000000
1990/02/06,0.000000,0.000000
1990/02/07,0.000000,0.000000
1990/02/08,0.000000,0.000000
1990/02/09,0.000000,0.000000
1990/02/12,0.000000,0.000000
1990/02/13,0.000000,0.000000
1990/02/14,0.000000,0.000000
1990/02/15,0.000000,0.000000
1990/02/16,0.000000,0.000000
1990/02/20,0.000000,0.000000
1990/02/21,0.000000,0.000000
1990/02/22,0.000000,0.000000
1990/02/23,0.000000,0.000000
1990/02/26,0.000000,0.000000
1990/02/27,0.000000,0.000000
1990/02/28,0.000000,0.000000
1990/03/01,0.000000,0.000000
1990/03/02,0.000000,0.000000
1990/03/05,0.000000,0.000000
1990/03/06,0.000000,0.000000
1990/03/07,0.000000,0.000000
1990/03/08,0.000000,0.000000
1990/03/09,0.000000,0.000000
1990/03/12,0.000000,0.000000
1990/03/13,0.000000,0.000000
1990/03/14,0.000000,0.000000
1990/03/15,0.000000,0.000000
1990/03/16,0.000000,0.000000
1990/03/19,0.000000,0.000000
1990/03/20,0.000000,0.000000
1990/03/21,0.000000,0.000000
1990/03/22,0.000000,0.000000
1990/03/23,0.000000,0.000000
1990/03/26,0.000000,0.000000
1990/03/27,0.000000,0.000000
1990/03/28,0.000000,0.000000
1990/03/29,0.000000,0.000000
1990/03/30,0.000000,0.000000
1990/04/02,0.000000,0.000000
1990/04/03,0.000000,0.000000
1990/04/04,0.000000,0.000000
1990/04/05,0.000000,0.000000
1990/04/06,0.000000,0.000000
1990/04/09,0.000000,0.000000
1990/04/10,0.000000,0.000000
1990/04/11,0.000000,0.000000
1990/04/12,0.000000,0.000000
1990/04/16,-7500.000000,-120.000000
1990/04/17,58125.000000,-120.000000
1990/04/18,65625.000000,-120.000000
1990/04/19,3750.000000,-120.000000
1990/04/20,50625.000000,-120.000000
1990/04/23,16875.000000,-120.000000
1990/04/24,13125.000000,-120.000000
1990/04/25,0.000000,-120.000000
1990/04/26,37500.000000,-120.000000
1990/04/27,-3750.000000,-120.000000
1990/04/30,-9375.000000,-120.000000
1990/05/01,15000.000000,-120.000000
1990/05/02,7500.000000,-120.000000
1990/05/03,-22500.000000,-120.000000
1990/05/04,-63750.000000,0.000000
1990/05/07,0.000000,0.000000
1990/05/08,0.000000,0.000000
1990/05/09,0.000000,0.000000
1990/05/10,0.000000,0.000000
1990/05/11,0.000000,0.000000
1990/05/14,13625.000000,109.000000
1990/05/15,-30656.250000,109.000000
1990/05/16,-11921.875000,109.000000
1990/05/17,-10218.750000,109.000000
1990/05/18,-32359.375000,109.000000
1990/05/21,1703.125000,109.000000
1990/05/22,61312.500000,109.000000
1990/05/23,18734.375000,109.000000
1990/05/24,-6812.500000,109.000000
1990/05/25,-42578.125000,109.000000
1990/05/29,25546.875000,109.000000
1990/05/30,23843.750000,109.000000
1990/05/31,11921.875000,109.000000
1990/06/01,98781.250000,109.000000
1990/06/04,1703.125000,109.000000
1990/06/05,-23843.750000,109.000000
1990/06/06,3406.250000,109.000000
1990/06/07,3406.250000,109.000000
1990/06/08,-3406.250000,109.000000
1990/06/11,-10218.750000,109.000000
1990/06/12,0.000000,109.000000
1990/06/13,49390.625000,109.000000
1990/06/14,18734.375000,109.000000
1990/06/15,-54500.000000,109.000000
1990/06/18,-34062.500000,0.000000
1990/06/19,0.000000,0.000000
1990/06/20,0.000000,0.000000
1990/06/21,0.000000,0.000000
1990/06/22,0.000000,0.000000
1990/06/25,0.000000,0.000000
1990/06/26,0.000000,0.000000
1990/06/27,0.000000,0.000000
1990/06/28,0.000000,0.000000
1990/06/29,0.000000,0.000000
1990/07/02,0.000000,0.000000
1990/07/03,0.000000,0.000000
1990/07/05,0.000000,0.000000
1990/07/06,0.000000,0.000000
1990/07/09,0.000000,0.000000
1990/07/10,0.000000,0.000000
1990/07/11,0.000000,0.000000
1990/07/12,-59765.625000,0.000000
1990/07/13,0.000000,0.000000
1990/07/16,0.000000,0.000000
1990/07/17,0.000000,0.000000
1990/07/18,0.000000,0.000000
1990/07/19,0.000000,0.000000
1990/07/20,0.000000,0.000000
1990/07/23,-61593.750000,0.000000
1990/07/24,0.000000,0.000000
