date,pnl,position
1990/01/03,0.000000,0.000000
1990/01/04,0.000000,0.000000
1990/01/05,0.000000,0.000000
1990/01/08,0.000000,0.000000
1990/01/09,0.000000,0.000000
1990/01/10,0.000000,0.000000
1990/01/11,0.000000,0.000000
1990/01/12,0.000000,0.000000
1990/01/15,0.000000,0.000000
1990/01/16,0.000000,0.000000
1990/01/17,0.000000,0.000000
1990/01/18,0.000000,0.000000
1990/01/19,0.000000,0.000000
1990/01/22,0.000000,0.000000
1990/01/23,0.000000,0.000000
1990/01/24,0.000000,0.000000
1990/01/25,0.000000,0.000000
1990/01/26,0.000000,0.000000
1990/01/29,0.000000,0.000000
1990/01/30,0.000000,0.000000
1990/01/31,0.000000,0.000000
1990/02/01,0.000000,0.000000
1990/02/02,0.000000,0.000000
1990/02/05,0.000000,0.000000
1990/02/06,0.000000,0.000000
1990/02/07,0.000000,0.000000
1990/02/08,0.000000,0.000000
1990/02/09,0.000000,0.000000
1990/02/12,0.000000,0.000000
1990/02/13,0.000000,0.000000
1990/02/14,0.000000,0.000000
1990/02/15,0.000000,0.000000
1990/02/16,0.000000,0.000000
1990/02/20,0.000000,0.000000
1990/02/21,0.000000,0.000000
1990/02/22,0.000000,0.000000
1990/02/23,0.000000,0.000000
1990/02/26,0.000000,0.000000
1990/02/27,0.000000,0.000000
1990/02/28,0.000000,0.000000
1990/03/01,0.000000,0.000000
1990/03/02,0.000000,0.000000
1990/03/05,0.000000,0.000000
1990/03/06,0.000000,0.000000
1990/03/07,0.000000,0.000000
1990/03/08,0.000000,0.000000
1990/03/09,0.000000,0.000000
1990/03/12,0.000000,0.000000
1990/03/13,0.000000,0.000000
1990/03/14,0.000000,0.000000
1990/03/15,0.000000,0.000000
1990/03/16,0.000000,0.000000
1990/03/19,0.000000,0.000000
1990/03/20,0.000000,0.000000
1990/03/21,0.000000,0.000000
1990/03/22,0.000000,0.000000
1990/03/23,0.000000,0.000000
1990/03/26,0.000000,0.000000
1990/03/27,0.000000,0.000000
1990/03/28,0.000000,0.000000
1990/03/29,0.000000,0.000000
1990/03/30,0.000000,0.000000
1990/04/02,0.000000,0.000000
1990/04/03,0.000000,0.000000
1990/04/04,0.000000,0.000000
1990/04/05,0.000000,0.000000
1990/04/06,0.000000,0.000000
1990/04/09,0.000000,0.000000
1990/04/10,0.000000,0.000000
1990/04/11,0.000000,0.000000
1990/04/12,0.000000,0.000000
1990/04/16,0.000000,0.000000
1990/04/17,3093.750000,-99.000000
1990/04/18,34031.250000,-99.000000
1990/04/19,-1546.875000,-99.000000
1990/04/20,13921.875000,-99.000000
1990/04/23,9281.250000,-99.000000
1990/04/24,17015.625000,-99.000000
1990/04/25,15468.750000,-99.000000
1990/04/26,27843.750000,-99.000000
1990/04/27,-9281.250000,-99.000000
1990/04/30,-7734.375000,-99.000000
1990/05/01,15468.750000,-99.000000
1990/05/02,6187.500000,-99.000000
1990/05/03,-20109.375000,-99.000000
1990/05/04,-54140.625000,0.000000
1990/05/07,0.000000,0.000000
1990/05/08,0.000000,0.000000
1990/05/09,0.000000,0.000000
1990/05/10,0.000000,0.000000
1990/05/11,-2812.500000,90.000000
1990/05/14,15468.750000,90.000000
1990/05/15,-15468.750000,90.000000
1990/05/16,-7031.250000,90.000000
1990/05/17,-8437.500000,90.000000
1990/05/18,-21093.750000,90.000000
1990/05/21,4218.750000,90.000000
1990/05/22,29531.250000,90.000000
1990/05/23,14062.500000,90.000000
1990/05/24,-1406.250000,90.000000
1990/05/25,-21093.750000,90.000000
1990/05/29,11250.000000,90.000000
1990/05/30,8437.500000,90.000000
1990/05/31,1406.250000,90.000000
1990/06/01,57656.250000,90.000000
1990/06/04,0.000000,90.000000
1990/06/05,-14062.500000,90.000000
1990/06/06,-1406.250000,90.000000
1990/06/07,1406.250000,90.000000
1990/06/08,1406.250000,90.000000
1990/06/11,-5625.000000,90.000000
1990/06/12,-1406.250000,90.000000
1990/06/13,29531.250000,90.000000
1990/06/14,12656.250000,90.000000
1990/06/15,-33750.000000,90.000000
1990/06/18,-15468.750000,90.000000
1990/06/19,-4218.750000,0.000000
1990/06/20,0.000000,0.000000
1990/06/21,0.000000,0.000000
1990/06/22,0.000000,0.000000
1990/06/25,0.000000,0.000000
1990/06/26,0.000000,0.000000
1990/06/27,0.000000,0.000000
1990/06/28,0.000000,0.000000
1990/06/29,0.000000,0.000000
1990/07/02,0.000000,0.000000
1990/07/03,1875.000000,120.000000
1990/07/05,-16875.000000,120.000000
1990/07/06,-45000.000000,0.000000
1990/07/09,0.000000,0.000000
1990/07/10,0.000000,0.000000
1990/07/11,0.000000,0.000000
1990/07/12,-30250.000000,0.000000
1990/07/13,0.000000,0.000000
1990/07/16,0.000000,0.000000
1990/07/17,0.000000,0.000000
1990/07/18,0.000000,0.000000
1990/07/19,0.000000,0.000000
1990/07/20,5343.750000,114.000000
1990/07/23,1781.250000,114.000000
