2008-01-01,76
2008-01-02,75
2008-01-03,74
2008-01-04,73
2008-01-05,72
2008-01-06,71
2008-01-07,70
2008-01-08,69
2008-01-09,68
2008-01-10,67
2008-01-11,66
2008-01-12,65
2008-01-13,64
2008-01-14,63
2008-01-15,62
2008-01-16,61
2008-01-17,60
2008-01-18,59
2008-01-19,58
2008-01-20,57
2008-01-21,56
2008-01-22,55
2008-01-23,54
2008-01-24,53
2008-01-25,52
2008-01-26,51
2008-01-27,50
2008-01-28,49
2008-01-29,48
2008-01-30,47
2008-01-31,46
2008-02-01,45
2008-02-02,44
2008-02-03,43
2008-02-04,42
2008-02-05,41
2008-02-06,40
2008-02-07,39
2008-02-08,38
2008-02-09,37
2008-02-10,36
2008-02-11,35
2008-02-12,34
2008-02-13,33
2008-02-14,32
2008-02-15,31
2008-02-16,30
2008-02-17,29
2008-02-18,28
2008-02-19,27
2008-02-20,26
2008-02-21,25
2008-02-22,24
2008-02-23,23
2008-02-24,22
2008-02-25,21
2008-02-26,20
2008-02-27,19
2008-02-28,18
2008-02-29,17
2008-03-01,16
2008-03-02,15
2008-03-03,14
2008-03-04,13
2008-03-05,12
2008-03-06,11
2008-03-07,10
2008-03-08,9
2008-03-09,8
2008-03-10,98
2008-03-11,97
2008-03-12,96
2008-03-13,95
2008-03-14,94
2008-03-15,93
2008-03-16,92
2008-03-17,91
2008-03-18,90
2008-03-19,89
2008-03-20,88
2008-03-21,87
2008-03-22,86
2008-03-23,85
2008-03-24,84
2008-03-25,83
2008-03-26,82
2008-03-27,81
2008-03-28,80
2008-03-29,79
2008-03-30,78
2008-03-31,77
2008-04-01,76
2008-04-02,75
2008-04-03,74
2008-04-04,73
2008-04-05,72
2008-04-06,71
2008-04-07,70
2008-04-08,69
2008-04-09,68
2008-04-10,67
2008-04-11,66
2008-04-12,65
2008-04-13,64
2008-04-14,63
2008-04-15,62
2008-04-16,61
2008-04-17,60
2008-04-18,59
2008-04-19,58
2008-04-20,57
2008-04-21,56
2008-04-22,55
2008-04-23,54
2008-04-24,53
2008-04-25,52
2008-04-26,51
2008-04-27,50
2008-04-28,49
2008-04-29,48
2008-04-30,47
2008-05-01,46
2008-05-02,45
2008-05-03,44
2008-05-04,43
2008-05-05,42
2008-05-06,41
2008-05-07,40
2008-05-08,39
2008-05-09,38
2008-05-10,37
2008-05-11,36
2008-05-12,35
2008-05-13,34
2008-05-14,33
2008-05-15,32
2008-05-16,31
2008-05-17,30
2008-05-18,29
2008-05-19,28
2008-05-20,27
2008-05-21,26
2008-05-22,25
2008-05-23,24
2008-05-24,23
2008-05-25,22
2008-05-26,21
2008-05-27,20
2008-05-28,19
2008-05-29,18
2008-05-30,17
2008-05-31,16
2008-06-01,15
2008-06-02,14
2008-06-03,13
2008-06-04,12
2008-06-05,11
2008-06-06,10
2008-06-07,9
2008-06-08,8
2008-06-09,98
2008-06-10,97
2008-06-11,96
2008-06-12,95
2008-06-13,94
2008-06-14,93
2008-06-15,92
2008-06-16,91
2008-06-17,90
2008-06-18,89
2008-06-19,88
2008-06-20,87
2008-06-21,86
2008-06-22,85
2008-06-23,84
2008-06-24,83
2008-06-25,82
2008-06-26,81
2008-06-27,80
2008-06-28,79
2008-06-29,78
2008-06-30,77
2008-07-01,76
2008-07-02,75
2008-07-03,74
2008-07-04,73
2008-07-05,72
2008-07-06,71
2008-07-07,70
2008-07-08,69
2008-07-09,68
